ENA.genome.ID_scholz;Genomes.list;Genome.ID;Genome.Name;NCBI.Taxon.ID;Genome.Status;Strain;Host.Name;R_Phenotype;Phenotype;Completion.Date;BioProject.Accession;BioSample.Accession;Assembly.Accession;GenBank.Accessions;Sequencing.Centers;Contigs;Genome.Length;GC.Content;PATRIC.CDS;Comments;Additional.Metadata;Coarse.Consistency;Fine.Consistency;Genome.Quality.Flags;Genome.Quality;Date.Inserted;Date.Modified;Host.species_scholz;Common.name_scholz;Supergroup_scholz
GCA_011090435;GCA_011090435.1_ASM1109043v1_genomic;;;;;wCer;Rhagoletis cerasi;CI;R;;;;;;;;;;;;;;;;;;;;;
GCA_902636855;GCA_902636855.1_WOLB0053_genomic;244204,55;uncultured Wolbachia sp. strain WOLB0053;244204;WGS;WOLB0053;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139700;GCA_902636855.1;CACPTC010000001,CACPTC010000002,CACPTC010000003,CACPTC010000004,CACPTC010000005,CACPTC010000006,CACPTC010000007;Centre for Integrative Biology (CIBIO), University of Trento;64;1268638;33,93017;1232;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,5;98,4;;Good;2020-01-01T05:19:30.244Z;2020-01-01T05:19:30.244Z;Pararge aegeria;Butterfly;B
GCA_902636925;GCA_902636925.1_WOLB0065_genomic;244204,67;uncultured Wolbachia sp. strain WOLB0065;244204;WGS;WOLB0065;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139712;GCA_902636925.1;CACPTB010000001,CACPTB010000002,CACPTB010000003,CACPTB010000004,CACPTB010000005,CACPTB010000006,CACPTB010000007;Centre for Integrative Biology (CIBIO), University of Trento;372;1240343;35,76438;1501;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,4;94,8;Low contig N50;Poor;2020-01-01T05:19:40.260Z;2020-01-01T05:19:40.260Z;Drosophila ananassae;Fruit fly;A
GCA_902636945;GCA_902636945.1_WOLB0064_genomic;244204,7;uncultured Wolbachia sp. strain WOLB0064;244204;WGS;WOLB0064;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139711;GCA_902636945.1;CACPST010000001,CACPST010000002,CACPST010000003,CACPST010000004,CACPST010000005,CACPST010000006,CACPST010000007;Centre for Integrative Biology (CIBIO), University of Trento;355;1248284;35,69949;1509;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,4;95,2;Low contig N50;Poor;2020-01-01T05:19:36.741Z;2020-01-01T05:19:36.741Z;Drosophila ananassae;Fruit fly;A
GCA_902636975;GCA_902636975.1_WOLB0099_genomic;244204,69;uncultured Wolbachia sp. strain WOLB0099;244204;WGS;WOLB0099;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139746;GCA_902636975.1;CACPTU010000001,CACPTU010000002,CACPTU010000003,CACPTU010000004,CACPTU010000005,CACPTU010000006,CACPTU010000007;Centre for Integrative Biology (CIBIO), University of Trento;115;1186750;35,215084;1287;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,9;98,9;;Good;2020-01-01T05:19:35.205Z;2020-01-01T05:19:35.205Z;Drosophila melanogaster;Fruit fly;A
GCA_902636985;GCA_902636985.1_WOLB0087_genomic;244204,63;uncultured Wolbachia sp. strain WOLB0087;244204;WGS;WOLB0087;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139734;GCA_902636985.1;CACPUO010000001,CACPUO010000002,CACPUO010000003,CACPUO010000004,CACPUO010000005,CACPUO010000006,CACPUO010000007;Centre for Integrative Biology (CIBIO), University of Trento;107;1175326;35,187683;1252;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,9;98,9;;Good;2020-01-01T05:19:35.956Z;2020-01-01T05:19:35.956Z;Drosophila melanogaster;Fruit fly;A
GCA_902636995;GCA_902636995.1_WOLB0086_genomic;244204,64;uncultured Wolbachia sp. strain WOLB0086;244204;WGS;WOLB0086;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139733;GCA_902636995.1;CACPUL010000001,CACPUL010000002,CACPUL010000003,CACPUL010000004,CACPUL010000005,CACPUL010000006,CACPUL010000007;Centre for Integrative Biology (CIBIO), University of Trento;108;1175072;35,174187;1263;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,8;98,8;;Good;2020-01-01T05:19:35.581Z;2020-01-01T05:19:35.581Z;Drosophila melanogaster;Fruit fly;A
GCA_902637005;GCA_902637005.1_WOLB0095_genomic;244204,72;uncultured Wolbachia sp. strain WOLB0095;244204;WGS;WOLB0095;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139742;GCA_902637005.1;CACPUU010000001,CACPUU010000002,CACPUU010000003,CACPUU010000004,CACPUU010000005,CACPUU010000006,CACPUU010000007;Centre for Integrative Biology (CIBIO), University of Trento;113;1203436;35,192234;1302;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;99;99;;Good;2020-01-01T05:21:18.390Z;2020-01-01T05:21:18.390Z;Drosophila melanogaster;Fruit fly;A
GCA_902637015;GCA_902637015.1_WOLB0098_genomic;244204,75;uncultured Wolbachia sp. strain WOLB0098;244204;WGS;WOLB0098;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139745;GCA_902637015.1;CACPUH010000001,CACPUH010000002,CACPUH010000003,CACPUH010000004,CACPUH010000005,CACPUH010000006,CACPUH010000007;Centre for Integrative Biology (CIBIO), University of Trento;116;1190207;35,21152;1284;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,9;98,9;;Good;2020-01-01T05:19:42.001Z;2020-01-01T05:19:42.001Z;Drosophila melanogaster;Fruit fly;A
GCA_902637025;GCA_902637025.1_WOLB0100_genomic;244204,76;uncultured Wolbachia sp. strain WOLB0100;244204;WGS;WOLB0100;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139747;GCA_902637025.1;CACPUQ010000001,CACPUQ010000002,CACPUQ010000003,CACPUQ010000004,CACPUQ010000005,CACPUQ010000006,CACPUQ010000007;Centre for Integrative Biology (CIBIO), University of Trento;115;1186931;35,19817;1290;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;99,1;99,1;;Good;2020-01-01T05:21:17.932Z;2020-01-01T05:21:17.932Z;Drosophila melanogaster;Fruit fly;A
GCA_902637035;GCA_902637035.1_WOLB0097_genomic;244204,81;uncultured Wolbachia sp. strain WOLB0097;244204;WGS;WOLB0097;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139744;GCA_902637035.1;CACPUK010000001,CACPUK010000002,CACPUK010000003,CACPUK010000004,CACPUK010000005,CACPUK010000006,CACPUK010000007;Centre for Integrative Biology (CIBIO), University of Trento;117;1189158;35,215675;1292;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,9;98,9;;Good;2020-01-01T05:21:18.775Z;2020-01-01T05:21:18.775Z;Drosophila melanogaster;Fruit fly;A
GCA_902637045;GCA_902637045.1_WOLB0090_genomic;244204,74;uncultured Wolbachia sp. strain WOLB0090;244204;WGS;WOLB0090;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139737;GCA_902637045.1;CACPUS010000001,CACPUS010000002,CACPUS010000003,CACPUS010000004,CACPUS010000005,CACPUS010000006,CACPUS010000007;Centre for Integrative Biology (CIBIO), University of Trento;105;1174210;35,19149;1249;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;99;99;;Good;2020-01-01T05:21:39.699Z;2020-01-01T05:21:39.699Z;Drosophila melanogaster;Fruit fly;A
GCA_902637055;GCA_902637055.1_WOLB0102_genomic;244204,8;uncultured Wolbachia sp. strain WOLB0102;244204;WGS;WOLB0102;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139749;GCA_902637055.1;CACPUE010000001,CACPUE010000002,CACPUE010000003,CACPUE010000004,CACPUE010000005,CACPUE010000006,CACPUE010000007;Centre for Integrative Biology (CIBIO), University of Trento;115;1186139;35,214592;1287;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;99;99;;Good;2020-01-01T05:19:38.762Z;2020-01-01T05:19:38.762Z;Drosophila melanogaster;Fruit fly;A
GCA_902637065;GCA_902637065.1_WOLB0096_genomic;244204,82;uncultured Wolbachia sp. strain WOLB0096;244204;WGS;WOLB0096;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139743;GCA_902637065.1;CACPUN010000001,CACPUN010000002,CACPUN010000003,CACPUN010000004,CACPUN010000005,CACPUN010000006,CACPUN010000007;Centre for Integrative Biology (CIBIO), University of Trento;115;1186680;35,207134;1277;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,9;98,8;;Good;2020-01-01T05:19:39.147Z;2020-01-01T05:19:39.147Z;Drosophila melanogaster;Fruit fly;A
GCA_902637075;GCA_902637075.1_WOLB0091_genomic;244204,78;uncultured Wolbachia sp. strain WOLB0091;244204;WGS;WOLB0091;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139738;GCA_902637075.1;CACPUG010000001,CACPUG010000002,CACPUG010000003,CACPUG010000004,CACPUG010000005,CACPUG010000006,CACPUG010000007;Centre for Integrative Biology (CIBIO), University of Trento;107;1176473;35,18517;1259;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;99;99;;Good;2020-01-01T05:19:39.503Z;2020-01-01T05:19:39.503Z;Drosophila melanogaster;Fruit fly;A
GCA_902637085;GCA_902637085.1_WOLB0085_genomic;244204,77;uncultured Wolbachia sp. strain WOLB0085;244204;WGS;WOLB0085;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139732;GCA_902637085.1;CACPUJ010000001,CACPUJ010000002,CACPUJ010000003,CACPUJ010000004,CACPUJ010000005,CACPUJ010000006,CACPUJ010000007;Centre for Integrative Biology (CIBIO), University of Trento;107;1175469;35,19004;1261;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,9;98,9;;Good;2020-01-01T05:19:38.384Z;2020-01-01T05:19:38.384Z;Drosophila melanogaster;Fruit fly;A
GCA_902637095;GCA_902637095.1_WOLB0101_genomic;244204,79;uncultured Wolbachia sp. strain WOLB0101;244204;WGS;WOLB0101;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139748;GCA_902637095.1;CACPUF010000001,CACPUF010000002,CACPUF010000003,CACPUF010000004,CACPUF010000005,CACPUF010000006,CACPUF010000007;Centre for Integrative Biology (CIBIO), University of Trento;115;1186334;35,214535;1291;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;99;99;;Good;2020-01-01T05:19:39.897Z;2020-01-01T05:19:39.897Z;Drosophila melanogaster;Fruit fly;A
GCA_902637105;GCA_902637105.1_WOLB0093_genomic;244204,73;uncultured Wolbachia sp. strain WOLB0093;244204;WGS;WOLB0093;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139740;GCA_902637105.1;CACPUM010000001,CACPUM010000002,CACPUM010000003,CACPUM010000004,CACPUM010000005,CACPUM010000006,CACPUM010000007;Centre for Integrative Biology (CIBIO), University of Trento;118;1189530;35,20777;1276;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,9;98,9;;Good;2020-01-01T05:19:38.004Z;2020-01-01T05:19:38.004Z;Drosophila melanogaster;Fruit fly;A
GCA_902637115;GCA_902637115.1_WOLB0092_genomic;244204,83;uncultured Wolbachia sp. strain WOLB0092;244204;WGS;WOLB0092;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139739;GCA_902637115.1;CACPVF010000001,CACPVF010000002,CACPVF010000003,CACPVF010000004,CACPVF010000005,CACPVF010000006,CACPVF010000007;Centre for Integrative Biology (CIBIO), University of Trento;109;1197835;35,110847;1294;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,9;98,9;;Good;2020-01-01T05:28:46.786Z;2020-01-01T05:28:46.786Z;Drosophila melanogaster;Fruit fly;A
GCA_902637125;GCA_902637125.1_WOLB0089_genomic;244204,84;uncultured Wolbachia sp. strain WOLB0089;244204;WGS;WOLB0089;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139736;GCA_902637125.1;CACPUI010000001,CACPUI010000002,CACPUI010000003,CACPUI010000004,CACPUI010000005,CACPUI010000006,CACPUI010000007;Centre for Integrative Biology (CIBIO), University of Trento;117;1213303;35,18132;1306;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,9;98,9;;Good;2020-01-01T05:26:50.772Z;2020-01-01T05:26:50.772Z;Drosophila melanogaster;Fruit fly;A
GCA_902637135;GCA_902637135.1_WOLB0108_genomic;244204,87;uncultured Wolbachia sp. strain WOLB0108;244204;WGS;WOLB0108;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139755;GCA_902637135.1;CACPUB010000001,CACPUB010000002,CACPUB010000003,CACPUB010000004,CACPUB010000005,CACPUB010000006,CACPUB010000007;Centre for Integrative Biology (CIBIO), University of Trento;115;1186211;35,214645;1281;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,9;98,9;;Good;2020-01-01T05:24:57.047Z;2020-01-01T05:24:57.047Z;Drosophila melanogaster;Fruit fly;A
GCA_902637145;GCA_902637145.1_WOLB0088_genomic;244204,85;uncultured Wolbachia sp. strain WOLB0088;244204;WGS;WOLB0088;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139735;GCA_902637145.1;CACPUP010000001,CACPUP010000002,CACPUP010000003,CACPUP010000004,CACPUP010000005,CACPUP010000006,CACPUP010000007;Centre for Integrative Biology (CIBIO), University of Trento;114;1206052;35,19351;1294;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;99;99;;Good;2020-01-01T05:29:49.719Z;2020-01-01T05:29:49.719Z;Drosophila melanogaster;Fruit fly;A
GCA_902637155;GCA_902637155.1_WOLB0118_genomic;244204,86;uncultured Wolbachia sp. strain WOLB0118;244204;WGS;WOLB0118;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139765;GCA_902637155.1;CACPUD010000001,CACPUD010000002,CACPUD010000003,CACPUD010000004,CACPUD010000005,CACPUD010000006,CACPUD010000007;Centre for Integrative Biology (CIBIO), University of Trento;108;1176146;35,1941;1265;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;98,9;98,9;;Good;2020-01-01T05:27:11.219Z;2020-01-01T05:27:11.219Z;Drosophila melanogaster;Fruit fly;A
GCA_902637165;GCA_902637165.1_WOLB0120_genomic;244204,89;uncultured Wolbachia sp. strain WOLB0120;244204;WGS;WOLB0120;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139767;GCA_902637165.1;CACPUA010000001,CACPUA010000002,CACPUA010000003,CACPUA010000004,CACPUA010000005,CACPUA010000006,CACPUA010000007;Centre for Integrative Biology (CIBIO), University of Trento;109;1192092;35,166496;1285;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;99;99;;Good;2020-01-01T05:26:30.285Z;2020-01-01T05:26:30.285Z;Drosophila melanogaster;Fruit fly;A
GCA_902637175;GCA_902637175.1_WOLB0104_genomic;244204,88;uncultured Wolbachia sp. strain WOLB0104;244204;WGS;WOLB0104;;CI;R;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6139751;GCA_902637175.1;CACPUX010000001,CACPUX010000002,CACPUX010000003,CACPUX010000004,CACPUX010000005,CACPUX010000006,CACPUX010000007;Centre for Integrative Biology (CIBIO), University of Trento;115;1186310;35,214657;1285;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;99,1;99,1;;Good;2020-01-01T05:26:24.887Z;2020-01-01T05:26:24.887Z;Drosophila melanogaster;Fruit fly;A
